units,amount,probability,type,stage,lead_source,lead_firstname,lead_lastname,lead,assignedTo,description,
13915,9396242,45.62,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Freeland,Dunlea,Freeland Dunlea,lrainforthc@lin.com,Object-based upward-trending matrix,
20092,13567323.92,67.47,EXISTING,CLOSED LOST,RECYCLED,Abramo,Beckinsall,Abramo Beckinsall,mommundsend@lin.com,Reduced national policy,
37644,25419487.44,57.7,EXISTING,PROPOSAL OR PRICE QUOTE,CONVERTED,Delphinia,Burthom,Delphinia Burthom,lganforthe@lin.com,Synergistic modular instruction set,
32908,22221456.08,31.83,EXISTING,CLOSED LOST,DEAD,Alfredo,Follet,Alfredo Follet,kmedleyf@lin.com,Assimilated contextually-based projection,
49753,33596210.78,55.93,NEW,NEGOTIATION OR REVIEW,RECYCLED,Sybila,Mingauld,Sybila Mingauld,equickendeng@lin.com,Reverse-engineered transitional info-mediaries,
27080,18286040.8,68.44,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Daffie,Brooksby,Daffie Brooksby,hhubbleh@lin.com,Re-contextualized didactic neural-net,
13249,8946519,39.81,NEW,CLOSED LOST,IN PROCESS,Trumaine,Phython,Trumaine Phython,iairdriei@lin.com,Function-based reciprocal instruction set,
23508,15874012.08,46.64,NEW,IDENTIFYING DECISION MAKERS,DEAD,Abran,Monckton,Abran Monckton,dghionj@lin.com,Fundamental leading edge synergy,
37934,25615312.84,98.66,EXISTING,NEEDS ANALYSIS,RECYCLED,Ted,Tricker,Ted Tricker,iepslyk@lin.com,Open-source optimizing concept,
18749,12660449.74,32.64,NEW,PERCEPTION ANALYSIS,NEW,Colline,Blindmann,Colline Blindmann,xcanbyl@lin.com,Secured system-worthy productivity,
47366,31984365.16,54.86,EXISTING,CLOSED LOST,ASSIGNED,Ulises,Meardon,Ulises Meardon,sclotworthym@lin.com,Automated 24/7 parallelism,
28732,19401570.32,91.37,EXISTING,CLOSED LOST,ASSIGNED,Dulcie,Neeve,Dulcie Neeve,bbassn@lin.com,Mandatory local support,
40912,27626237.12,75.66,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Arther,Pennino,Arther Pennino,sdowtyo@lin.com,Cross-platform mission-critical secured line,
30908,20870936.08,99.8,NEW,CLOSED LOST,ASSIGNED,Bernardina,Sealove,Bernardina Sealove,oderham0@lin.com,Triple-buffered uniform neural-net,
40006,27014451.56,88.28,NEW,VALUE PROPOSITION,RECYCLED,Consolata,Brozsset,Consolata Brozsset,kvickress1@lin.com,Distributed web-enabled software,
39448,26637656.48,66.76,NEW,NEEDS ANALYSIS,RECYCLED,Celisse,Hopkins,Celisse Hopkins,jhrishchenko2@lin.com,Diverse real-time Graphic Interface,
38781,26187258.06,30.17,NEW,PROSPECTING,NEW,Gibby,Gulliman,Gibby Gulliman,tbeacock3@lin.com,Organic well-modulated functionalities,
10151,6854564,99.12,NEW,PERCEPTION ANALYSIS,NEW,Issiah,Rosin,Issiah Rosin,sstockell4@lin.com,Streamlined attitude-oriented structure,
42414,28640477.64,87.11,EXISTING,VALUE PROPOSITION,NEW,Bobinette,Kmiec,Bobinette Kmiec,jhackly5@lin.com,Streamlined scalable protocol,
35924,24258040.24,58.37,EXISTING,CLOSED WON,CONVERTED,Nathanael,Dicken,Nathanael Dicken,lnorgan6@lin.com,Face to face optimal product,
12768,8621719,36.41,EXISTING,CLOSED WON,ASSIGNED,Rubi,Illiston,Rubi Illiston,lcholwell7@lin.com,Multi-channelled intangible migration,
44759,30223962.34,74.61,NEW,IDENTIFYING DECISION MAKERS,DEAD,Wanda,Entwistle,Wanda Entwistle,broyan8@lin.com,Business-focused object-oriented data-warehouse,
34811,23506475.86,87.61,EXISTING,CLOSED LOST,CONVERTED,Renata,Youster,Renata Youster,lknaggs9@lin.com,Inverse static collaboration,
44579,30102415.54,71.96,NEW,NEGOTIATION OR REVIEW,DEAD,Rick,Dradey,Rick Dradey,abownasa@lin.com,Mandatory discrete moratorium,
17465,11793415.9,57.94,EXISTING,PROPOSAL OR PRICE QUOTE,NEW,Erin,Dagg,Erin Dagg,cboseleyb@lin.com,Fundamental object-oriented support,
41435,27979398.1,98.33,NEW,PERCEPTION ANALYSIS,NEW,Minda,Thody,Minda Thody,lrainforthc@lin.com,Triple-buffered disintermediate approach,
47103,31806771.78,97.89,NEW,PROSPECTING,IN PROCESS,Chevy,Fass,Chevy Fass,mommundsend@lin.com,Stand-alone local neural-net,
24214,16350745.64,81.84,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Oralla,Shew,Oralla Shew,lganforthe@lin.com,Function-based eco-centric collaboration,
26773,18078735.98,57.18,NEW,PERCEPTION ANALYSIS,DEAD,Carolin,Lighton,Carolin Lighton,kmedleyf@lin.com,Organized 24/7 migration,
12183,8226692,57.12,NEW,VALUE PROPOSITION,NEW,Richy,Lockyear,Richy Lockyear,equickendeng@lin.com,Exclusive user-facing throughput,
38748,26164974.48,88.33,NEW,VALUE PROPOSITION,ASSIGNED,Opal,Churchley,Opal Churchley,hhubbleh@lin.com,Synchronised impactful support,
22665,15304767.9,59.26,EXISTING,NEEDS ANALYSIS,RECYCLED,Boony,Huggill,Boony Huggill,iairdriei@lin.com,Upgradable systemic challenge,
11876,8019387,46.57,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Nancey,Markwell,Nancey Markwell,dghionj@lin.com,Digitized system-worthy paradigm,
34024,22975046.24,97.67,NEW,CLOSED LOST,DEAD,Joli,Angelini,Joli Angelini,iepslyk@lin.com,Assimilated context-sensitive matrices,
23365,15777449.9,69.9,NEW,NEEDS ANALYSIS,IN PROCESS,Jacquetta,Scatchard,Jacquetta Scatchard,xcanbyl@lin.com,Total zero tolerance model,
36101,24377561.26,99.03,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Rosabel,Wragg,Rosabel Wragg,sclotworthym@lin.com,Switchable dynamic throughput,
37180,25106166.8,65.63,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Dacie,Planke,Dacie Planke,bbassn@lin.com,Robust heuristic support,
17507,11821776.82,33.12,NEW,CLOSED WON,IN PROCESS,Chadd,Darleston,Chadd Darleston,sdowtyo@lin.com,Advanced neutral approach,
45782,30914753.32,53.9,EXISTING,PROSPECTING,CONVERTED,Chad,Retallack,Chad Retallack,oderham0@lin.com,Profound responsive archive,
29926,20207830.76,82.11,NEW,CLOSED WON,IN PROCESS,Gaby,Lewknor,Gaby Lewknor,kvickress1@lin.com,Distributed maximized encryption,
49945,33725860.7,99.72,EXISTING,PROSPECTING,IN PROCESS,Cass,Berrycloth,Cass Berrycloth,jhrishchenko2@lin.com,Customer-focused zero administration initiative,
17103,11548971.78,55.35,NEW,IDENTIFYING DECISION MAKERS,DEAD,Marv,Garret,Marv Garret,tbeacock3@lin.com,Synergized methodical architecture,
22367,15103540.42,30.28,EXISTING,CLOSED LOST,ASSIGNED,Xenos,Borgnet,Xenos Borgnet,sstockell4@lin.com,Right-sized impactful solution,
33097,22349080.22,67.29,NEW,CLOSED WON,NEW,Zenia,Bennetto,Zenia Bennetto,jhackly5@lin.com,Horizontal empowering database,
21977,14840189.02,85.68,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Kaila,McMullen,Kaila McMullen,lnorgan6@lin.com,Pre-emptive discrete parallelism,
45602,30793206.52,70.14,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Maurene,Burnsall,Maurene Burnsall,lcholwell7@lin.com,Virtual bi-directional circuit,
16675,11259960.5,48.94,EXISTING,NEEDS ANALYSIS,ASSIGNED,Nikkie,Ladell,Nikkie Ladell,broyan8@lin.com,Distributed bifurcated matrices,
47525,32091731.5,99.27,NEW,CLOSED WON,IN PROCESS,Tonia,Machen,Tonia Machen,lknaggs9@lin.com,Upgradable attitude-oriented encryption,
17252,11649585.52,95.57,EXISTING,VALUE PROPOSITION,ASSIGNED,Maryl,Davoren,Maryl Davoren,abownasa@lin.com,Intuitive holistic architecture,
44299,29913342.74,58.9,NEW,VALUE PROPOSITION,CONVERTED,Dorri,Brine,Dorri Brine,cboseleyb@lin.com,Customer-focused contextually-based array,
14750,9960085,87.34,NEW,CLOSED LOST,CONVERTED,Giacomo,Comelli,Giacomo Comelli,lrainforthc@lin.com,Grass-roots zero tolerance alliance,
49939,33721809.14,69.88,EXISTING,CLOSED WON,NEW,Sher,Clifforth,Sher Clifforth,mommundsend@lin.com,Exclusive user-facing algorithm,
28359,19149698.34,86.9,EXISTING,PROPOSAL OR PRICE QUOTE,RECYCLED,Montague,Ridsdole,Montague Ridsdole,lganforthe@lin.com,Networked 6th generation hub,
44780,30238142.8,42.54,NEW,IDENTIFYING DECISION MAKERS,NEW,Way,Rivett,Way Rivett,kmedleyf@lin.com,Inverse directional groupware,
48783,32941208.58,32.09,EXISTING,PERCEPTION ANALYSIS,DEAD,Mariam,Turbayne,Mariam Turbayne,equickendeng@lin.com,Focused national alliance,
12961,8752044,51.21,NEW,CLOSED LOST,IN PROCESS,Brion,McKeney,Brion McKeney,hhubbleh@lin.com,Ergonomic upward-trending algorithm,
18190,12282979.4,66.33,EXISTING,NEGOTIATION OR REVIEW,NEW,Rosie,Manilove,Rosie Manilove,iairdriei@lin.com,Innovative intermediate extranet,
40184,27134647.84,88.74,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Paige,Parkinson,Paige Parkinson,dghionj@lin.com,Down-sized bottom-line framework,
11333,7652721,38.48,NEW,PROSPECTING,CONVERTED,Meryl,Garvagh,Meryl Garvagh,iepslyk@lin.com,Open-source demand-driven customer loyalty,
26382,17814709.32,73.19,NEW,NEEDS ANALYSIS,NEW,Frankie,Boribal,Frankie Boribal,xcanbyl@lin.com,Vision-oriented global framework,
18741,12655047.66,98.56,NEW,NEEDS ANALYSIS,IN PROCESS,Micky,Bayston,Micky Bayston,sclotworthym@lin.com,Enterprise-wide reciprocal functionalities,
43550,29407573,30.19,EXISTING,CLOSED WON,IN PROCESS,Jody,Grestye,Jody Grestye,bbassn@lin.com,Versatile scalable matrix,
39674,26790265.24,84.43,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Vidovik,Iacomo,Vidovik Iacomo,sdowtyo@lin.com,Self-enabling clear-thinking paradigm,
41390,27949011.4,38.95,NEW,NEGOTIATION OR REVIEW,DEAD,Augustine,Oppery,Augustine Oppery,oderham0@lin.com,Optional even-keeled moderator,
28411,19184811.86,66.12,EXISTING,PROSPECTING,DEAD,Harriott,Mcimmie,Harriott Mcimmie,kvickress1@lin.com,Enterprise-wide clear-thinking synergy,
45787,30918129.62,66.97,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Holly-anne,Pybworth,Holly-anne Pybworth,jhrishchenko2@lin.com,Profit-focused client-server forecast,
16504,11144491.04,92.97,EXISTING,CLOSED LOST,RECYCLED,Colby,Warlton,Colby Warlton,tbeacock3@lin.com,Reverse-engineered asynchronous Graphical User Interface,
16073,10853453.98,65.78,NEW,NEEDS ANALYSIS,IN PROCESS,Rogers,Brierley,Rogers Brierley,sstockell4@lin.com,Enhanced analyzing access,
28155,19011945.3,83.43,EXISTING,PROPOSAL OR PRICE QUOTE,ASSIGNED,Milton,Mathelin,Milton Mathelin,jhackly5@lin.com,Total zero tolerance infrastructure,
44728,30203029.28,39.02,EXISTING,NEEDS ANALYSIS,ASSIGNED,Esmeralda,Osbidston,Esmeralda Osbidston,lnorgan6@lin.com,Digitized regional help-desk,
26696,18026740.96,72.97,NEW,PERCEPTION ANALYSIS,RECYCLED,Milty,Sheeres,Milty Sheeres,lcholwell7@lin.com,Public-key stable paradigm,
43689,29501434.14,68.8,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Charity,Gajownik,Charity Gajownik,broyan8@lin.com,Horizontal fault-tolerant groupware,
22876,15447247.76,43.18,EXISTING,NEGOTIATION OR REVIEW,NEW,Andre,Gladbach,Andre Gladbach,lknaggs9@lin.com,Multi-lateral national open architecture,
40624,27431762.24,45.09,EXISTING,IDENTIFYING DECISION MAKERS,ASSIGNED,Hagan,Naisbet,Hagan Naisbet,abownasa@lin.com,Balanced bottom-line methodology,
12693,8571075,31.77,NEW,PROPOSAL OR PRICE QUOTE,DEAD,Merrili,Kalkhoven,Merrili Kalkhoven,cboseleyb@lin.com,Realigned non-volatile infrastructure,
23539,15894945.14,61.15,NEW,IDENTIFYING DECISION MAKERS,NEW,Levey,Wellesley,Levey Wellesley,lrainforthc@lin.com,Programmable analyzing interface,
21386,14441110.36,49.6,NEW,NEGOTIATION OR REVIEW,RECYCLED,Nada,Simison,Nada Simison,mommundsend@lin.com,Inverse 4th generation protocol,
44429,30001126.54,55.33,NEW,NEGOTIATION OR REVIEW,NEW,Curry,Blincowe,Curry Blincowe,lganforthe@lin.com,Multi-lateral executive capability,
43620,29454841.2,50.13,NEW,VALUE PROPOSITION,RECYCLED,Lovell,Longina,Lovell Longina,kmedleyf@lin.com,Realigned intangible workforce,
41449,27988851.74,87.71,NEW,PERCEPTION ANALYSIS,RECYCLED,Irma,Rekes,Irma Rekes,equickendeng@lin.com,Devolved analyzing success,
33235,22442266.1,50.44,NEW,PERCEPTION ANALYSIS,CONVERTED,Kaia,Reily,Kaia Reily,hhubbleh@lin.com,Business-focused executive data-warehouse,
26333,17781621.58,43.86,NEW,PROPOSAL OR PRICE QUOTE,NEW,Elton,Lowin,Elton Lowin,iairdriei@lin.com,Face to face optimizing function,
32628,22032383.28,77.53,EXISTING,CLOSED WON,CONVERTED,Lavinie,Bithell,Lavinie Bithell,dghionj@lin.com,Face to face tertiary collaboration,
14365,9700109,44.57,NEW,CLOSED WON,IN PROCESS,Niven,Brehault,Niven Brehault,iepslyk@lin.com,Distributed hybrid migration,
35832,24195916.32,95.65,EXISTING,NEEDS ANALYSIS,IN PROCESS,Fallon,Girsch,Fallon Girsch,xcanbyl@lin.com,Visionary dedicated neural-net,
11273,7612205.98,92.57,NEW,PERCEPTION ANALYSIS,IN PROCESS,Alyce,Gingell,Alyce Gingell,sclotworthym@lin.com,Front-line multimedia monitoring,
49971,33743417.46,75.62,NEW,PROSPECTING,DEAD,Tremayne,Perkis,Tremayne Perkis,bbassn@lin.com,Ergonomic maximized extranet,
17453,11785312.78,56.03,EXISTING,PROSPECTING,IN PROCESS,Jozef,Savege,Jozef Savege,sdowtyo@lin.com,Progressive multimedia methodology,
37532,25343858.32,95.06,EXISTING,CLOSED LOST,CONVERTED,Hedvig,Boddymead,Hedvig Boddymead,oderham0@lin.com,Open-source analyzing extranet,
18945,12792800.7,63.67,EXISTING,CLOSED WON,IN PROCESS,Salvador,Saffran,Salvador Saffran,kvickress1@lin.com,Fully-configurable dynamic leverage,
25494,17215078.44,33.99,NEW,NEEDS ANALYSIS,NEW,Dianne,Ashwood,Dianne Ashwood,jhrishchenko2@lin.com,Synergized encompassing extranet,
41946,28324455.96,76.95,EXISTING,CLOSED LOST,RECYCLED,Guendolen,Summergill,Guendolen Summergill,tbeacock3@lin.com,Expanded background standardization,
17121,11561126.46,32.85,NEW,NEEDS ANALYSIS,DEAD,Quinton,Dightham,Quinton Dightham,sstockell4@lin.com,Fundamental directional hardware,
23250,15699795,71.09,EXISTING,PERCEPTION ANALYSIS,RECYCLED,Janela,Manjin,Janela Manjin,jhackly5@lin.com,Team-oriented impactful moratorium,
33262,22460498.12,38.98,EXISTING,CLOSED LOST,IN PROCESS,Rania,Musker,Rania Musker,lnorgan6@lin.com,Public-key transitional local area network,
35965,24285725.9,30.29,EXISTING,CLOSED WON,NEW,Claudie,Othick,Claudie Othick,lcholwell7@lin.com,Diverse national attitude,
18906,12766465.56,92.29,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Lindon,Czyz,Lindon Czyz,broyan8@lin.com,Persistent secondary model,
18648,12592248.48,44.4,NEW,PROSPECTING,NEW,Garold,Segge,Garold Segge,lknaggs9@lin.com,Cross-platform contextually-based project,
43047,29067917.22,64.43,NEW,NEEDS ANALYSIS,IN PROCESS,Pip,Hindmore,Pip Hindmore,abownasa@lin.com,Configurable maximized instruction set,
24735,16702556.1,67.68,NEW,VALUE PROPOSITION,RECYCLED,Whitman,Pellamonuten,Whitman Pellamonuten,cboseleyb@lin.com,Multi-lateral impactful encoding,
26669,18008508.94,91.81,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Babita,Druce,Babita Druce,lrainforthc@lin.com,Compatible mission-critical leverage,
49941,33723159.66,59.98,EXISTING,NEEDS ANALYSIS,CONVERTED,Marin,Tesseyman,Marin Tesseyman,mommundsend@lin.com,Versatile high-level function,
47448,32039736.48,66.51,NEW,NEEDS ANALYSIS,NEW,Augustine,Barrie,Augustine Barrie,lganforthe@lin.com,Cross-group impactful Graphical User Interface,
29249,19750679.74,51.37,EXISTING,PROSPECTING,RECYCLED,Paige,Leopard,Paige Leopard,kmedleyf@lin.com,Configurable content-based moderator,
49565,33469261.9,32.69,EXISTING,PROSPECTING,DEAD,Billie,Payle,Billie Payle,equickendeng@lin.com,Fully-configurable full-range matrix,
13103,8847931,73.77,NEW,PERCEPTION ANALYSIS,ASSIGNED,Aryn,Westby,Aryn Westby,hhubbleh@lin.com,Configurable eco-centric collaboration,
29592,19982293.92,50.52,EXISTING,PROPOSAL OR PRICE QUOTE,NEW,Glenden,De Caroli,Glenden De Caroli,iairdriei@lin.com,Profound multi-state analyzer,
20002,13506550.52,66.1,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Evaleen,Greve,Evaleen Greve,dghionj@lin.com,Expanded mobile groupware,
20292,13702375.92,96.76,EXISTING,PROPOSAL OR PRICE QUOTE,NEW,Merline,Butterley,Merline Butterley,iepslyk@lin.com,Sharable web-enabled paradigm,
33523,22636740.98,78.13,NEW,PERCEPTION ANALYSIS,CONVERTED,Amabel,Dobkin,Amabel Dobkin,xcanbyl@lin.com,Cross-group optimizing help-desk,
25782,17409553.32,78.55,EXISTING,NEEDS ANALYSIS,DEAD,Reynard,Pobjoy,Reynard Pobjoy,sclotworthym@lin.com,Synergized systematic website,
36091,24370808.66,72.38,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Blinnie,Grigoroni,Blinnie Grigoroni,bbassn@lin.com,Persevering upward-trending Graphic Interface,
29580,19974190.8,73.41,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Rena,Tiplady,Rena Tiplady,sdowtyo@lin.com,Cross-group clear-thinking local area network,
26215,17701940.9,30.31,EXISTING,VALUE PROPOSITION,CONVERTED,Tiphani,Huthart,Tiphani Huthart,oderham0@lin.com,Virtual motivating moderator,
11998,8101769.48,54.68,NEW,PERCEPTION ANALYSIS,CONVERTED,Alvera,Coombes,Alvera Coombes,kvickress1@lin.com,Integrated reciprocal orchestration,
31023,20948590.98,87.56,NEW,NEEDS ANALYSIS,CONVERTED,Melodie,Zettler,Melodie Zettler,jhrishchenko2@lin.com,Compatible fresh-thinking functionalities,
31065,20976951.9,87.38,NEW,PROPOSAL OR PRICE QUOTE,NEW,Lyssa,Lovekin,Lyssa Lovekin,tbeacock3@lin.com,Distributed neutral info-mediaries,
16190,10932459.4,90.15,NEW,NEEDS ANALYSIS,RECYCLED,Fleurette,Hocking,Fleurette Hocking,sstockell4@lin.com,Advanced bifurcated benchmark,
48036,32436789.36,57.01,NEW,NEGOTIATION OR REVIEW,RECYCLED,Johnathan,Brightling,Johnathan Brightling,jhackly5@lin.com,Face to face 24 hour encryption,
22294,15054246.44,84.23,EXISTING,NEGOTIATION OR REVIEW,RECYCLED,Kassi,Rosenblath,Kassi Rosenblath,lnorgan6@lin.com,Realigned impactful function,
34728,23450429.28,30.36,EXISTING,CLOSED WON,ASSIGNED,Candie,Capstack,Candie Capstack,lcholwell7@lin.com,Phased full-range intranet,
18739,12653697.14,62.67,EXISTING,NEEDS ANALYSIS,ASSIGNED,Freeland,Dunlea,Freeland Dunlea,broyan8@lin.com,Sharable uniform instruction set,
40807,27555334.82,65.24,EXISTING,PROPOSAL OR PRICE QUOTE,RECYCLED,Abramo,Beckinsall,Abramo Beckinsall,lknaggs9@lin.com,Reduced didactic infrastructure,
49291,33284240.66,74.35,NEW,PROPOSAL OR PRICE QUOTE,NEW,Domini,Coots,Domini Coots,abownasa@lin.com,Persevering full-range complexity,
41159,27793026.34,92.07,NEW,PERCEPTION ANALYSIS,NEW,Rodie,Loxston,Rodie Loxston,cboseleyb@lin.com,Exclusive interactive instruction set,
32683,22069522.58,48.37,NEW,CLOSED WON,CONVERTED,Delphinia,Burthom,Delphinia Burthom,lrainforthc@lin.com,Integrated homogeneous protocol,
10970,7407602.2,85.65,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Alfredo,Follet,Alfredo Follet,mommundsend@lin.com,Persistent real-time success,
37797,25522802.22,55.46,EXISTING,IDENTIFYING DECISION MAKERS,RECYCLED,Fredrika,Roblin,Fredrika Roblin,lganforthe@lin.com,Adaptive value-added monitoring,
31901,21541469.26,46.9,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Alysia,Lande,Alysia Lande,kmedleyf@lin.com,Pre-emptive regional secured line,
27805,18775604.3,94.68,EXISTING,CLOSED LOST,CONVERTED,Granger,Solley,Granger Solley,equickendeng@lin.com,Face to face even-keeled emulation,
11357,7668927,85.16,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Eolanda,Chislett,Eolanda Chislett,hhubbleh@lin.com,Switchable bottom-line toolset,
48853,32988476.78,90.96,EXISTING,NEGOTIATION OR REVIEW,NEW,Colline,Blindmann,Colline Blindmann,iairdriei@lin.com,Multi-lateral dynamic secured line,
27907,18844480.82,43.84,EXISTING,CLOSED WON,ASSIGNED,Ulises,Meardon,Ulises Meardon,dghionj@lin.com,Profound explicit methodology,
12339,8332033.14,88.04,EXISTING,PROSPECTING,RECYCLED,Tedie,Duligall,Tedie Duligall,iepslyk@lin.com,Public-key modular Graphic Interface,
30928,20884441.28,86.34,EXISTING,VALUE PROPOSITION,NEW,Sherwin,Brahan,Sherwin Brahan,xcanbyl@lin.com,Streamlined exuding benchmark,
15383,10387524.58,75.24,NEW,CLOSED WON,RECYCLED,Joyan,Dorant,Joyan Dorant,sclotworthym@lin.com,Decentralized dynamic focus group,
11105,7498762.3,69.31,NEW,VALUE PROPOSITION,RECYCLED,Alene,Danjoie,Alene Danjoie,bbassn@lin.com,Enterprise-wide contextually-based customer loyalty,
10324,6971384,98.31,NEW,IDENTIFYING DECISION MAKERS,DEAD,Giacomo,Jinkin,Giacomo Jinkin,sdowtyo@lin.com,Programmable mission-critical capability,
28242,19070692.92,64.06,EXISTING,NEGOTIATION OR REVIEW,CONVERTED,Selma,Lofts,Selma Lofts,oderham0@lin.com,Multi-channelled next generation methodology,
26954,18200958.04,73.59,NEW,NEEDS ANALYSIS,RECYCLED,Cherise,Osmon,Cherise Osmon,kvickress1@lin.com,Inverse clear-thinking complexity,
16841,11372053.66,70.83,NEW,NEEDS ANALYSIS,IN PROCESS,Lind,Golborne,Lind Golborne,jhrishchenko2@lin.com,Multi-tiered static utilisation,
13250,8947195,78.99,NEW,CLOSED WON,RECYCLED,Celisse,Hopkins,Celisse Hopkins,tbeacock3@lin.com,Re-contextualized empowering structure,
22120,14936751.2,56.34,NEW,VALUE PROPOSITION,DEAD,Halley,Dudding,Halley Dudding,sstockell4@lin.com,Secured incremental instruction set,
20166,13617293.16,67.81,EXISTING,CLOSED LOST,ASSIGNED,Marabel,Drewett,Marabel Drewett,jhackly5@lin.com,Streamlined value-added implementation,
41119,27766015.94,35.08,EXISTING,PROSPECTING,NEW,Issiah,Rosin,Issiah Rosin,lnorgan6@lin.com,Function-based system-worthy migration,
21501,14518765.26,39.9,EXISTING,NEEDS ANALYSIS,RECYCLED,Bail,Sommerly,Bail Sommerly,lcholwell7@lin.com,Horizontal clear-thinking process improvement,
33383,22542204.58,42.22,NEW,CLOSED WON,ASSIGNED,Rubi,Illiston,Rubi Illiston,broyan8@lin.com,Profound hybrid conglomeration,
12236,8262481.36,74.88,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Erin,Dagg,Erin Dagg,lknaggs9@lin.com,Synergized bi-directional knowledge base,
15234,10286910.84,33.37,EXISTING,NEGOTIATION OR REVIEW,NEW,Vinny,Georger,Vinny Georger,abownasa@lin.com,Polarised bottom-line moratorium,
23265,15709923.9,35.9,NEW,PERCEPTION ANALYSIS,NEW,Minda,Thody,Minda Thody,cboseleyb@lin.com,Profound non-volatile policy,
12527,8458982,63.69,NEW,NEGOTIATION OR REVIEW,NEW,Gratiana,Dolligon,Gratiana Dolligon,lrainforthc@lin.com,Managed responsive complexity,
43116,29114510.16,62.89,NEW,PROSPECTING,CONVERTED,Cahra,Maltman,Cahra Maltman,mommundsend@lin.com,Organized actuating framework,
15460,10439519.6,56.87,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Axel,Cumes,Axel Cumes,lganforthe@lin.com,User-friendly actuating utilisation,
13001,8779055,86.19,NEW,CLOSED WON,DEAD,Dorelle,Castagnone,Dorelle Castagnone,kmedleyf@lin.com,Implemented hybrid customer loyalty,
26825,18113849.5,71.89,NEW,NEEDS ANALYSIS,NEW,Richy,Lockyear,Richy Lockyear,equickendeng@lin.com,Networked composite framework,
