units,amount,probability,type,stage,source,account,assignedTo
29754,2.009168604E7,77.69,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,EDWARD JONES,Shaina Clotworthy
13135,8869540.0,41.85,NEW_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,MERRILL LYNCH,Marwin Ommundsen
22256,1.502858656E7,49.6,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,MICROSOFT,Kellsie Vickress
25380,1.71380988E7,93.26,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,T-MOBILE,Constantine Boseley
45106,3.045827756E7,91.22,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,FARMERS INSURANCE,Susan Stockell
27888,1.883165088E7,98.8,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,NORTHWESTERN MUTUAL,Irwinn Airdrie
32651,2.204791426E7,42.84,NEW_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,AIG,Ella Quickenden
15677,1.058605102E7,46.65,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,SCHNEIDER ELECTRIC,Link Ganforth
16666,1.125388316E7,97.35,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,OTHER,TARGET,Marwin Ommundsen
20826,1.406296476E7,31.62,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,GOLDMAN SACHS,Leona Knaggs
23899,1.613803874E7,47.62,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,SCHLUMBERGER,Marwin Ommundsen
26399,1.782618874E7,73.93,EXISTING_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,CHEVRON,Shaina Clotworthy
17507,1.182177682E7,33.12,NEW_BUSINESS,CLOSED_WON,EMAIL,DXC TECHNOLOGY,Somerset Dowty
29425,1.98695255E7,77.23,NEW_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,J.P. MORGAN,Daniel Ghion
29715,2.00653509E7,50.28,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,AECOM,Isabelle Epsly
45017,3.039817942E7,36.78,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,EXXONMOBIL,Luce Cholwell
14470,9771012.0,68.77,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,PROCTER & GAMBLE,Jacquenetta Hackly
29926,2.020783076E7,82.11,NEW_BUSINESS,CLOSED_WON,WEB_SITE,FIDELITY INVESTMENTS,Kellsie Vickress
43223,2.918676298E7,42.01,NEW_BUSINESS,PROSPECTING,PARTNER,AVON,Brena Bass
22685,1.53182731E7,53.34,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WEB_SITE,DXC TECHNOLOGY,Susan Stockell
35176,2.375294576E7,46.71,EXISTING_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,MONDELÄ“Z INTERNATIONAL,Daniel Ghion
15105,1.01998023E7,93.31,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,ALLSTATE,Arly Bownas
35029,2.365368254E7,44.59,NEW_BUSINESS,PROSPECTING,CONFERENCE,GOLDMAN SACHS,Luce Cholwell
45972,3.104305272E7,30.4,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,ORACLE,Theo Beacock
32458,2.191758908E7,54.05,EXISTING_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,AT&T,Arly Bownas
38304,2.586515904E7,94.47,EXISTING_BUSINESS,CLOSED_LOST,TRADE_SHOW,MCDONALD'S CORPORATION,Jacquenetta Hackly
47643,3.217141218E7,78.29,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,INTEL CORPORATION,Jephthah Hrishchenko
29432,1.987425232E7,80.68,EXISTING_BUSINESS,NEEDS_ANALYSIS,PARTNER,MEDTRONIC,Marwin Ommundsen
16302,1.100808852E7,87.92,NEW_BUSINESS,VALUE_PROPOSITION,WEB_SITE,FACEBOOK,Daniel Ghion
11357,7668927.0,85.16,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WEB_SITE,NYC DEPARTMENT OF EDUCATION,Hanny Hubble
46099,3.112881074E7,92.72,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,CISCO,Leona Knaggs
10202,6889002.0,83.75,EXISTING_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,NYC DEPARTMENT OF EDUCATION,Marwin Ommundsen
27318,1.844675268E7,54.48,NEW_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,J.P. MORGAN,Daniel Ghion
28359,1.914969834E7,86.9,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,TRADE_SHOW,THERMO FISHER SCIENTIFIC,Link Ganforth
24461,1.651753486E7,35.16,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,MARRIOTT INTERNATIONAL,Lloyd Rainforth
26551,1.792882826E7,97.3,NEW_BUSINESS,VALUE_PROPOSITION,CONFERENCE,FORD MOTOR COMPANY,Brandea Royan
42992,2.903077792E7,39.22,NEW_BUSINESS,CLOSED_WON,EMAIL,H&R BLOCK,Isabelle Epsly
37024,2.500082624E7,88.12,NEW_BUSINESS,PROSPECTING,EMAIL,ALLSTATE,Orelle Derham
31946,2.157185596E7,57.18,NEW_BUSINESS,CLOSED_LOST,OTHER,UNITED STATES AIR FORCE,Theo Beacock
49126,3.317282276E7,82.92,NEW_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,IQVIA,Brena Bass
43123,2.911923698E7,83.21,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,JOHNSON & JOHNSON,Ella Quickenden
37530,2.53425078E7,41.66,NEW_BUSINESS,CLOSED_WON,PARTNER,CITI,Susan Stockell
12402,8374574.0,98.39,NEW_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,ABBOTT,Ella Quickenden
14902,1.006272452E7,54.52,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,GOOGLE,Lenee Norgan
47103,3.180677178E7,86.82,NEW_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,JLL,Orelle Derham
37201,2.512034726E7,30.84,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,WELLS FARGO,Jephthah Hrishchenko
33377,2.253815302E7,47.03,NEW_BUSINESS,CLOSED_WON,TRADE_SHOW,UPS,Xever Canby
41687,2.814956362E7,94.46,NEW_BUSINESS,VALUE_PROPOSITION,CONFERENCE,DELTA AIR LINES,Constantine Boseley
20780,1.40319028E7,37.94,NEW_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,U.S. BANK,Lloyd Rainforth
19218,1.297714668E7,31.99,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,DEPARTMENT OF VETERANS AFFAIRS,Isabelle Epsly
39149,2.643575374E7,59.43,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,INTEL CORPORATION,Luce Cholwell
21748,1.468555448E7,74.26,NEW_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,EDWARD JONES,Susan Stockell
36219,2.445724194E7,53.17,NEW_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,AIG,Irwinn Airdrie
20076,1.355651976E7,77.1,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,US NAVY,Kellsie Vickress
32641,2.204116166E7,67.19,NEW_BUSINESS,NEEDS_ANALYSIS,PARTNER,"KELLER WILLIAMS REALTY, INC.",Hanny Hubble
11334,7653396.0,58.13,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,KPMG,Shaina Clotworthy
17018,1.149157468E7,62.92,NEW_BUSINESS,CLOSED_LOST,EMAIL,AECOM,Brandea Royan
16236,1.096352136E7,96.13,EXISTING_BUSINESS,VALUE_PROPOSITION,DIRECT_MAIL,WELLS FARGO,Somerset Dowty
21585,1.45754871E7,49.51,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,STARBUCKS,Lloyd Rainforth
36518,2.465914468E7,71.02,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,UBER,Luce Cholwell
46679,3.152046154E7,67.83,EXISTING_BUSINESS,VALUE_PROPOSITION,COLD_CALL,CISCO,Marwin Ommundsen
13236,8937741.0,55.75,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,UNITED STATES MARINE CORPS,Marwin Ommundsen
38036,2.568418936E7,44.66,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,ORACLE,Luce Cholwell
15991,1.079808266E7,61.9,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CAMPAIGN,LIFESPAN,Xever Canby
47925,3.23618355E7,30.26,EXISTING_BUSINESS,PROSPECTING,SELF_GENERATED,CHEVRON,Link Ganforth
35313,2.384545638E7,90.28,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,MICROSOFT,Orelle Derham
16999,1.147874474E7,41.59,NEW_BUSINESS,PROSPECTING,COLD_CALL,KPMG,Shaina Clotworthy
39682,2.679566732E7,48.86,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,CHEVRON,Isabelle Epsly
47448,3.203973648E7,66.51,NEW_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,US NAVY,Link Ganforth
33096,2.234840496E7,53.39,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EXISTING_CUSTOMER,AT&T,Link Ganforth
13766,9295629.0,74.82,NEW_BUSINESS,CLOSED_WON,PARTNER,CITI,Somerset Dowty
25420,1.71651092E7,35.58,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,SPRINT,Susan Stockell
48900,3.3020214E7,46.57,NEW_BUSINESS,CLOSED_WON,EMAIL,ORACLE,Leona Knaggs
41681,2.814551206E7,43.52,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,LINKEDIN,Leona Knaggs
41036,2.770996936E7,77.06,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,AMERICAN AIRLINES,Brandea Royan
43683,2.949738258E7,55.26,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,AIRBUS,Luce Cholwell
16578,1.119446028E7,48.07,EXISTING_BUSINESS,CLOSED_WON,TRADE_SHOW,HALLIBURTON,Isabelle Epsly
34966,2.361114116E7,50.02,NEW_BUSINESS,CLOSED_WON,COLD_CALL,CBRE,Daniel Ghion
44256,2.988430656E7,58.39,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,AMERICAN EXPRESS,Susan Stockell
31067,2.097830242E7,45.02,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,EDWARD JONES,Shaina Clotworthy
20584,1.389955184E7,92.39,EXISTING_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,HILTON WORLDWIDE,Jacquenetta Hackly
28411,1.918481186E7,66.12,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,CISCO,Kellsie Vickress
35579,2.402507554E7,87.49,NEW_BUSINESS,PROSPECTING,WEB_SITE,ELI LILLY AND COMPANY,Jacquenetta Hackly
14006,9457691.0,48.64,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,STARBUCKS,Shaina Clotworthy
25443,1.718064018E7,53.36,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,MARRIOTT INTERNATIONAL,Somerset Dowty
46633,3.148939958E7,71.21,EXISTING_BUSINESS,PROSPECTING,WORD_OF_MOUTH,CITI,Jacquenetta Hackly
38749,2.616564974E7,74.34,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,PNC,Jephthah Hrishchenko
26860,1.81374836E7,75.81,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,WALMART,Jephthah Hrishchenko
28840,1.94744984E7,71.33,EXISTING_BUSINESS,PROSPECTING,TRADE_SHOW,EXXONMOBIL,Kassandra Medley
14508,9796672.0,67.92,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,CITI,Irwinn Airdrie
11917,8047073.0,36.5,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,FEDEX,Somerset Dowty
36091,2.437080866E7,72.38,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,JOHNSON & JOHNSON,Brena Bass
29074,1.963250924E7,35.71,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,SPRINT,Brena Bass
20102,1.357407652E7,80.47,EXISTING_BUSINESS,CLOSED_WON,WEB_SITE,US NAVY,Leona Knaggs
16472,1.112288272E7,98.51,NEW_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,STARBUCKS,Ella Quickenden
31688,2.139763888E7,58.49,NEW_BUSINESS,PROSPECTING,PARTNER,ELI LILLY AND COMPANY,Ella Quickenden
13024,8794586.0,84.78,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,MERRILL LYNCH,Lloyd Rainforth
27581,1.862434606E7,56.74,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,JPMORGAN CHASE & CO.,Constantine Boseley
23929,1.615829654E7,83.15,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,HP,Theo Beacock
31373,2.118493198E7,97.19,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,FARMERS INSURANCE,Somerset Dowty
14238,9614351.0,65.21,NEW_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,LOCKHEED MARTIN,Marwin Ommundsen
40982,2.767350532E7,34.2,EXISTING_BUSINESS,CLOSED_LOST,EXISTING_CUSTOMER,PROCTER & GAMBLE,Ella Quickenden
24326,1.642637476E7,83.63,NEW_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,GOOGLE,Hanny Hubble
22565,1.52372419E7,83.3,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,JPMORGAN CHASE & CO.,Theo Beacock
28181,1.902950206E7,38.76,EXISTING_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,EDWARD JONES,Brena Bass
33315,2.24962869E7,74.46,EXISTING_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,VERIZON WIRELESS,Ella Quickenden
20292,1.370237592E7,96.76,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,LOCKHEED MARTIN,Isabelle Epsly
20005,1.35085763E7,37.34,NEW_BUSINESS,CLOSED_LOST,EMAIL,JPMORGAN CHASE & CO.,Jacquenetta Hackly
23057,1.556946982E7,49.17,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,AMAZON,Lenee Norgan
26888,1.815639088E7,66.96,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,UNITEDHEALTH GROUP,Kassandra Medley
45921,3.100861446E7,31.43,EXISTING_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,ORACLE,Luce Cholwell
22395,1.51224477E7,70.08,NEW_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,RAYTHEON,Ella Quickenden
17378,1.173466828E7,40.89,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,VERIZON,Kassandra Medley
23562,1.591047612E7,31.87,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,BNY MELLON,Kellsie Vickress
46649,3.150020374E7,88.89,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,ALLSTATE,Theo Beacock
32801,2.214920326E7,79.24,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,THE COCA-COLA COMPANY,Somerset Dowty
34362,2.320328412E7,98.58,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,THE COCA-COLA COMPANY,Luce Cholwell
27129,1.831912854E7,71.3,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,CISCO,Shaina Clotworthy
29392,1.984724192E7,70.54,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,BNY MELLON,Jephthah Hrishchenko
40274,2.719542124E7,90.49,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,ALLSTATE,Irwinn Airdrie
29592,1.998229392E7,50.52,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,INTEL CORPORATION,Irwinn Airdrie
45650,3.0825619E7,39.73,EXISTING_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,MICROSOFT,Jephthah Hrishchenko
11040,7454870.4,52.68,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,MCDONALD'S CORPORATION,Theo Beacock
20363,1.375031938E7,50.81,NEW_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,MACY'S,Isabelle Epsly
46322,3.127939372E7,98.66,EXISTING_BUSINESS,PROSPECTING,PARTNER,UBER,Susan Stockell
48912,3.302831712E7,50.52,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,PNC,Lenee Norgan
41673,2.814010998E7,37.91,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,MORGAN STANLEY,Daniel Ghion
36101,2.437756126E7,99.03,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,NORTHROP GRUMMAN CORPORATION,Shaina Clotworthy
18082,1.221005132E7,32.62,NEW_BUSINESS,CLOSED_WON,TRADE_SHOW,THE HOME DEPOT,Isabelle Epsly
16434,1.109722284E7,84.94,NEW_BUSINESS,NEEDS_ANALYSIS,COLD_CALL,ABBOTT,Kassandra Medley
20157,1.361121582E7,34.25,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,DXC TECHNOLOGY,Brandea Royan
38170,2.57746742E7,72.68,EXISTING_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,PROCTER & GAMBLE,Daniel Ghion
23878,1.612385828E7,90.53,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,SALESFORCE,Kassandra Medley
11444,7727675.0,36.65,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,TRADE_SHOW,UPS,Link Ganforth
38329,2.588204054E7,58.56,NEW_BUSINESS,CLOSED_LOST,WEB_SITE,MONDELÄ“Z INTERNATIONAL,Lenee Norgan
48853,3.298847678E7,90.96,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,FIDELITY INVESTMENTS,Irwinn Airdrie
10909,7366411.0,61.44,EXISTING_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,JACOBS,Jacquenetta Hackly
35757,2.414527182E7,46.44,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,ALLSTATE,Theo Beacock
29642,2.001605692E7,49.32,EXISTING_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,UNITED STATES DEPARTMENT OF DEFENSE,Hanny Hubble
18975,1.28130585E7,50.66,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,THOMSON REUTERS,Lloyd Rainforth
17454,1.178598804E7,83.33,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CAMPAIGN,GE,Marwin Ommundsen
23584,1.592533184E7,38.29,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,GENERAL MOTORS,Kassandra Medley
43149,2.913679374E7,93.84,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,NORDSTROM,Brena Bass
16675,1.12599605E7,48.94,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,CAPITAL ONE,Brandea Royan
47179,3.185809154E7,66.17,NEW_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,CAPITAL ONE,Somerset Dowty
48593,3.281290918E7,64.44,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,COMCAST,Brandea Royan
24049,1.623932774E7,41.33,NEW_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,PWC,Lenee Norgan
32596,2.201077496E7,55.15,NEW_BUSINESS,CLOSED_WON,EMAIL,AECOM,Arly Bownas
45316,3.060008216E7,58.49,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,UNITEDHEALTH GROUP,Theo Beacock
11731,7921475.06,40.29,EXISTING_BUSINESS,CLOSED_LOST,OTHER,INTEL CORPORATION,Brena Bass
32180,2.17298668E7,30.81,NEW_BUSINESS,PROSPECTING,PARTNER,DELL,Lenee Norgan
30174,2.037529524E7,97.39,NEW_BUSINESS,CLOSED_LOST,WEB_SITE,MICROSOFT,Jephthah Hrishchenko
22414,1.513527764E7,91.8,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,EXXONMOBIL,Lenee Norgan
35253,2.380494078E7,61.64,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,CVS HEALTH,Arly Bownas
12339,8332033.14,88.04,EXISTING_BUSINESS,PROSPECTING,WEB_SITE,BAKER HUGHES,Isabelle Epsly
23622,1.595099172E7,94.4,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,DELL EMC,Isabelle Epsly
45003,3.038872578E7,82.42,NEW_BUSINESS,CLOSED_LOST,EMPLOYEE,UBER,Lenee Norgan
43617,2.945281542E7,54.68,EXISTING_BUSINESS,PROSPECTING,SELF_GENERATED,FEDEX,Brandea Royan
14121,9535346.0,54.21,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,TOTAL,Luce Cholwell
28708,1.938536408E7,75.06,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,KPMG,Irwinn Airdrie
40010,2.70171526E7,63.11,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,DELL,Arly Bownas
21689,1.464571414E7,38.25,EXISTING_BUSINESS,CLOSED_WON,CONFERENCE,COMCAST,Brandea Royan
36565,2.46908819E7,44.79,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,KPMG,Marwin Ommundsen
11925,8052475.5,99.39,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PUBLIC_RELATIONS,PWC,Somerset Dowty
16319,1.101956794E7,32.86,NEW_BUSINESS,VALUE_PROPOSITION,EMAIL,VERIZON,Irwinn Airdrie
10673,7207049.98,48.19,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WEB_SITE,BOEING,Daniel Ghion
27614,1.864662964E7,65.74,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,AMAZON,Susan Stockell
27080,1.82860408E7,68.44,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,CVS HEALTH,Hanny Hubble
42786,2.889167436E7,63.26,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,FARMERS INSURANCE,Constantine Boseley
40242,2.717381292E7,77.58,EXISTING_BUSINESS,CLOSED_LOST,DIRECT_MAIL,MEDTRONIC,Isabelle Epsly
22905,1.54668303E7,39.08,NEW_BUSINESS,PROSPECTING,TRADE_SHOW,THE HOME DEPOT,Arly Bownas
16571,1.118973346E7,43.19,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,FARMERS INSURANCE,Marwin Ommundsen
42578,2.875122028E7,42.76,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,COSTCO WHOLESALE,Hanny Hubble
36294,2.450788644E7,75.68,EXISTING_BUSINESS,CLOSED_LOST,TRADE_SHOW,LOS ANGELES UNIFIED SCHOOL DISTRICT,Lenee Norgan
47193,3.186754518E7,98.83,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,CHEVRON,Hanny Hubble
39087,2.639388762E7,39.92,EXISTING_BUSINESS,PROSPECTING,WEB_SITE,HP,Marwin Ommundsen
17409,1.175560134E7,71.41,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,MICROSOFT,Leona Knaggs
32321,2.182507846E7,66.03,EXISTING_BUSINESS,CLOSED_LOST,WEB_SITE,NORTHROP GRUMMAN CORPORATION,Orelle Derham
36923,2.493262498E7,91.32,EXISTING_BUSINESS,NEEDS_ANALYSIS,OTHER,KROGER,Kellsie Vickress
15979,1.078997954E7,93.65,NEW_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,CAPITAL ONE,Jacquenetta Hackly
32807,2.215325482E7,37.96,NEW_BUSINESS,CLOSED_LOST,TRADE_SHOW,THE WALT DISNEY COMPANY,Lloyd Rainforth
40224,2.716165824E7,60.95,NEW_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,GOLDMAN SACHS,Shaina Clotworthy
21485,1.45079611E7,72.68,EXISTING_BUSINESS,CLOSED_WON,WEB_SITE,UNITED STATES POSTAL SERVICE,Ella Quickenden
27106,1.830359756E7,97.58,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,DIRECT_MAIL,PEPSICO,Arly Bownas
33732,2.277787032E7,31.81,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,RAYTHEON,Hanny Hubble
18253,1.232552078E7,32.58,EXISTING_BUSINESS,CLOSED_LOST,CAMPAIGN,CVS HEALTH,Ella Quickenden
19298,1.303116748E7,47.82,NEW_BUSINESS,VALUE_PROPOSITION,DIRECT_MAIL,MEDTRONIC,Irwinn Airdrie
27464,1.854534064E7,83.77,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,KAISER PERMANENTE,Leona Knaggs
33056,2.232139456E7,53.26,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,COGNIZANT TECHNOLOGY SOLUTIONS,Marwin Ommundsen
28935,1.95386481E7,48.55,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,BEST BUY,Jacquenetta Hackly
17470,1.17967922E7,94.5,EXISTING_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,U.S. BANK,Brandea Royan
28245,1.90727187E7,30.41,NEW_BUSINESS,VALUE_PROPOSITION,WEB_SITE,APPLE,Brandea Royan
23483,1.585713058E7,49.79,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WORD_OF_MOUTH,SCHNEIDER ELECTRIC,Lenee Norgan
31110,2.10073386E7,80.47,EXISTING_BUSINESS,VALUE_PROPOSITION,WEB_SITE,ADP,Daniel Ghion
33739,2.278259714E7,94.83,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,UPS,Theo Beacock
35754,2.414324604E7,65.33,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,MARY KAY INC.,Constantine Boseley
15176,1.024774576E7,51.91,EXISTING_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,BANK OF AMERICA,Lenee Norgan
13276,8964751.0,58.85,EXISTING_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,STARBUCKS,Brandea Royan
18348,1.238967048E7,68.97,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,EXXONMOBIL,Shaina Clotworthy
43513,2.938258838E7,72.19,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,HILTON WORLDWIDE,Daniel Ghion
